investor_id,sip_transactions,first_sip_date,last_sip_date,avg_gap_days,max_gap_days,total_sip_amount,continuity_status
INV002688,9,2024-06-25,2025-04-17,37.0,122.0,127567,at-risk
INV002689,8,2024-03-10,2025-02-23,50.0,115.0,78790,at-risk
INV002693,7,2024-06-06,2025-03-08,45.833333333333336,72.0,166843,at-risk
INV002697,7,2024-01-20,2024-12-17,55.333333333333336,199.0,61207,at-risk
INV002700,7,2024-01-10,2025-05-03,79.83333333333333,140.0,40488,at-risk
INV002704,8,2024-03-19,2025-05-07,59.142857142857146,139.0,75458,at-risk
INV002705,8,2024-04-11,2024-09-16,22.571428571428573,70.0,53493,regular
INV002706,6,2024-03-26,2025-03-29,73.6,133.0,69684,at-risk
INV002711,8,2024-01-26,2025-04-29,65.57142857142857,230.0,73628,at-risk
INV002712,11,2024-02-06,2025-05-19,46.8,174.0,102129,at-risk
INV002722,6,2024-06-08,2025-04-11,61.4,178.0,36876,at-risk
INV002723,9,2024-07-31,2025-05-29,37.75,102.0,44585,at-risk
INV002724,6,2024-02-15,2025-03-04,76.6,187.0,94701,at-risk
INV002726,8,2024-06-18,2025-05-03,45.57142857142857,84.0,41222,at-risk
INV002732,8,2024-01-07,2025-05-16,70.71428571428571,151.0,96854,at-risk
INV002733,8,2024-05-25,2025-05-21,51.57142857142857,150.0,56424,at-risk
INV002735,7,2024-03-23,2025-05-06,68.16666666666667,136.0,88635,at-risk
INV002736,6,2024-01-17,2025-01-04,70.6,323.0,64757,at-risk
INV002737,8,2024-03-30,2025-05-13,58.42857142857143,104.0,102279,at-risk
INV002743,6,2024-03-14,2025-05-29,88.2,190.0,40865,at-risk
INV002744,10,2024-01-31,2025-05-21,52.888888888888886,139.0,64967,at-risk
INV002746,8,2024-01-14,2025-05-04,68.0,206.0,48769,at-risk
INV002750,6,2024-03-17,2025-03-14,72.4,254.0,54778,at-risk
INV002751,7,2024-05-15,2025-01-19,41.5,102.0,95314,at-risk
INV002758,6,2024-03-17,2025-04-26,81.0,263.0,100322,at-risk
INV002761,6,2024-03-01,2025-04-08,80.6,312.0,61101,at-risk
INV002766,6,2024-05-21,2025-05-09,70.6,151.0,73612,at-risk
INV002767,7,2024-06-14,2025-05-12,55.333333333333336,145.0,54936,at-risk
INV002769,7,2024-01-23,2025-05-29,82.0,141.0,149870,at-risk
INV002772,7,2024-01-09,2025-03-31,74.5,168.0,59984,at-risk
INV002779,6,2024-06-24,2025-05-11,64.2,151.0,120653,at-risk
INV002783,7,2024-05-05,2025-05-24,64.0,126.0,63570,at-risk
INV002786,7,2024-01-12,2025-04-14,76.33333333333333,124.0,94391,at-risk
INV002793,7,2024-05-30,2025-05-21,59.333333333333336,125.0,73091,at-risk
INV002794,7,2024-02-12,2025-01-14,56.166666666666664,111.0,62084,at-risk
INV002799,6,2024-01-27,2025-01-15,70.8,129.0,77732,at-risk
INV002800,7,2024-03-12,2025-03-28,63.5,108.0,92767,at-risk
INV002803,7,2024-02-16,2025-03-11,64.83333333333333,176.0,32936,at-risk
INV002804,8,2024-03-27,2025-05-20,59.857142857142854,209.0,50641,at-risk
INV002808,7,2024-05-04,2025-04-27,59.666666666666664,120.0,114782,at-risk
INV002809,6,2024-03-23,2025-05-04,81.4,276.0,27992,at-risk
INV002810,8,2024-06-26,2025-02-07,32.285714285714285,139.0,198382,regular
INV002813,7,2024-04-30,2025-02-18,49.0,149.0,58938,at-risk
INV002822,7,2024-07-02,2025-05-16,53.0,108.0,79723,at-risk
INV002824,7,2024-02-25,2025-05-01,71.83333333333333,223.0,129424,at-risk
INV002826,6,2024-01-20,2024-11-23,61.6,91.0,16841,at-risk
INV002827,6,2024-02-15,2025-02-17,73.6,200.0,31630,at-risk
INV002828,6,2024-02-22,2025-03-28,80.0,211.0,24496,at-risk
INV002831,6,2024-05-28,2024-12-15,40.2,72.0,41114,at-risk
INV002835,7,2024-01-06,2025-05-14,82.33333333333333,233.0,66597,at-risk
INV002838,8,2024-03-28,2025-04-29,56.714285714285715,116.0,85390,at-risk
INV002841,6,2024-09-09,2025-04-14,43.4,102.0,66169,at-risk
INV002843,8,2024-07-18,2025-05-16,43.142857142857146,128.0,39772,at-risk
INV002847,10,2024-01-03,2025-04-21,52.666666666666664,129.0,54971,at-risk
INV002850,7,2024-04-13,2025-02-26,53.166666666666664,166.0,60216,at-risk
INV002852,6,2024-03-09,2025-03-23,75.8,207.0,72731,at-risk
INV002859,7,2024-02-15,2025-05-19,76.5,198.0,102010,at-risk
INV002863,6,2024-01-15,2025-01-21,74.4,199.0,64141,at-risk
INV002865,6,2024-04-21,2024-10-24,37.2,50.0,101007,at-risk
INV002870,6,2024-01-18,2024-09-15,48.2,109.0,46965,at-risk
INV002872,6,2024-03-19,2025-05-21,85.6,199.0,46749,at-risk
INV002873,6,2024-01-18,2025-05-23,98.2,235.0,103488,at-risk
INV002879,7,2024-03-20,2025-05-27,72.16666666666667,125.0,67219,at-risk
INV002881,6,2024-04-08,2024-11-12,43.6,110.0,73870,at-risk
INV002883,6,2024-01-18,2025-05-12,96.0,176.0,127978,at-risk
INV002886,7,2024-01-24,2024-10-16,44.333333333333336,137.0,111958,at-risk
INV002891,8,2024-01-04,2025-05-27,72.71428571428571,166.0,91856,at-risk
INV002893,9,2024-01-01,2025-02-04,50.0,148.0,67163,at-risk
INV002900,6,2024-05-20,2025-04-06,64.2,136.0,74395,at-risk
INV002903,6,2024-02-04,2025-04-27,89.6,176.0,34145,at-risk
INV002904,7,2024-06-25,2025-04-17,49.333333333333336,104.0,21362,at-risk
INV002905,6,2024-03-03,2025-03-03,73.0,221.0,41724,at-risk
INV002906,6,2024-06-23,2025-01-15,41.2,74.0,88578,at-risk
INV002909,7,2024-01-13,2025-05-21,82.33333333333333,263.0,78147,at-risk
INV002912,6,2024-01-22,2025-05-21,97.0,342.0,82487,at-risk
INV002913,7,2024-02-08,2025-04-25,73.66666666666667,168.0,83828,at-risk
INV002915,8,2024-03-02,2025-02-10,49.285714285714285,117.0,115638,at-risk
INV002921,7,2024-04-28,2025-03-14,53.333333333333336,121.0,150805,at-risk
INV002927,8,2024-08-01,2025-05-10,40.285714285714285,79.0,84741,at-risk
INV002935,7,2024-05-08,2025-02-20,48.0,72.0,50280,at-risk
INV002937,7,2024-02-15,2025-03-24,67.16666666666667,184.0,137371,at-risk
INV002939,7,2024-04-23,2025-04-21,60.5,127.0,52116,at-risk
INV002942,9,2024-01-14,2025-04-02,55.5,180.0,85118,at-risk
INV002945,8,2024-01-27,2025-04-26,65.0,139.0,119666,at-risk
INV002947,7,2024-01-05,2025-01-24,64.16666666666667,152.0,35512,at-risk
INV002950,8,2024-05-21,2025-04-07,45.857142857142854,119.0,52718,at-risk
INV002951,7,2024-03-03,2025-01-08,51.833333333333336,82.0,41135,at-risk
INV002961,7,2024-01-02,2025-05-24,84.66666666666667,231.0,116671,at-risk
INV002974,7,2024-05-13,2025-03-17,51.333333333333336,105.0,91467,at-risk
INV002984,6,2024-01-24,2025-04-23,91.0,200.0,49158,at-risk
INV002989,6,2024-02-15,2025-04-23,86.6,182.0,97001,at-risk
INV002994,7,2024-05-13,2025-04-27,58.166666666666664,142.0,109553,at-risk
INV003000,7,2024-03-13,2025-04-19,67.0,137.0,54577,at-risk
INV003003,9,2024-02-04,2025-05-15,58.25,100.0,43344,at-risk
INV003005,8,2024-02-28,2025-03-06,53.142857142857146,107.0,92598,at-risk
INV003007,9,2024-05-05,2025-05-26,48.25,162.0,50688,at-risk
INV003009,9,2024-06-16,2025-04-17,38.125,84.0,44642,at-risk
INV003011,7,2024-02-09,2025-02-28,64.16666666666667,154.0,49243,at-risk
INV003014,6,2024-04-09,2025-05-26,82.4,144.0,203009,at-risk
INV003015,7,2024-06-27,2025-05-21,54.666666666666664,91.0,114153,at-risk
INV003018,6,2024-03-13,2024-11-14,49.2,156.0,48461,at-risk
INV003022,6,2024-03-22,2025-03-05,69.6,123.0,108990,at-risk
INV003024,6,2024-09-24,2025-05-03,44.2,122.0,49549,at-risk
INV003025,8,2024-02-18,2024-10-22,35.285714285714285,65.0,71546,at-risk
INV003028,6,2024-01-02,2025-04-03,91.4,183.0,77674,at-risk
INV003034,6,2024-05-07,2025-05-09,73.4,118.0,92731,at-risk
INV003036,8,2024-04-16,2025-05-25,57.714285714285715,138.0,134774,at-risk
INV003037,7,2024-02-08,2025-05-30,79.5,300.0,42399,at-risk
INV003040,6,2024-01-06,2025-01-10,74.0,194.0,51162,at-risk
INV003043,7,2024-01-30,2025-04-17,73.83333333333333,131.0,78142,at-risk
INV003044,7,2024-02-24,2025-04-26,71.16666666666667,237.0,60913,at-risk
INV003045,6,2024-03-07,2024-09-04,36.2,71.0,32392,at-risk
INV003047,8,2024-01-20,2025-05-25,70.14285714285714,215.0,137083,at-risk
INV003054,7,2024-01-01,2025-04-17,78.66666666666667,209.0,76249,at-risk
INV003060,7,2024-01-06,2025-04-24,79.0,135.0,69534,at-risk
INV003063,7,2024-01-05,2024-12-17,57.833333333333336,112.0,27315,at-risk
INV003070,9,2024-01-06,2025-03-17,54.5,132.0,116790,at-risk
INV003074,6,2024-02-23,2025-03-03,74.8,123.0,78967,at-risk
INV003075,8,2024-01-05,2025-02-10,57.42857142857143,128.0,169132,at-risk
INV003078,7,2024-02-12,2025-04-02,69.16666666666667,126.0,55176,at-risk
INV003082,8,2024-03-16,2025-02-04,46.42857142857143,142.0,40228,at-risk
INV003083,6,2024-01-25,2024-12-22,66.4,169.0,38189,at-risk
INV003089,6,2024-01-23,2024-12-13,65.0,107.0,72760,at-risk
INV003091,9,2024-03-12,2025-04-23,50.875,199.0,35993,at-risk
INV003095,6,2024-03-03,2025-05-10,86.6,175.0,64248,at-risk
INV003097,8,2024-01-06,2025-03-20,62.714285714285715,121.0,151274,at-risk
INV003105,7,2024-02-16,2025-03-15,65.5,140.0,121433,at-risk
INV003112,6,2024-01-22,2025-04-24,91.6,173.0,68105,at-risk
INV003113,8,2024-01-20,2025-05-02,66.85714285714286,159.0,115572,at-risk
INV003115,6,2024-05-01,2024-12-27,48.0,125.0,103814,at-risk
INV003117,8,2024-02-10,2025-05-21,66.57142857142857,115.0,74326,at-risk
INV003134,7,2024-02-10,2025-05-16,76.83333333333333,172.0,111805,at-risk
INV003139,7,2024-03-21,2025-02-15,55.166666666666664,133.0,79357,at-risk
INV003140,8,2024-03-11,2025-04-14,57.0,125.0,47273,at-risk
INV003141,7,2024-02-13,2025-03-24,67.5,225.0,87927,at-risk
INV003144,7,2024-01-11,2025-05-20,82.5,243.0,54671,at-risk
INV003146,9,2024-02-01,2025-05-22,59.5,283.0,116340,at-risk
INV003151,6,2024-04-11,2025-05-21,81.0,146.0,38290,at-risk
INV003153,7,2024-02-14,2024-10-15,40.666666666666664,156.0,82703,at-risk
INV003158,9,2024-01-27,2025-04-16,55.625,138.0,95466,at-risk
INV003161,6,2024-03-09,2025-03-31,77.4,118.0,45870,at-risk
INV003169,6,2024-05-16,2025-03-25,62.6,178.0,31020,at-risk
INV003178,6,2024-02-18,2024-11-26,56.4,84.0,39480,at-risk
INV003179,9,2024-01-25,2025-04-19,56.25,151.0,64309,at-risk
INV003185,6,2024-05-24,2025-04-15,65.2,116.0,78275,at-risk
INV003187,9,2024-02-01,2025-05-12,58.25,244.0,51008,at-risk
INV003189,9,2024-02-02,2025-04-18,55.125,198.0,34519,at-risk
INV003191,6,2024-03-17,2025-04-05,76.8,138.0,31967,at-risk
INV003193,6,2024-01-05,2025-05-02,96.6,294.0,65353,at-risk
INV003196,7,2024-01-04,2025-04-30,80.33333333333333,319.0,34448,at-risk
INV003205,7,2024-03-12,2025-04-22,67.66666666666667,111.0,50635,at-risk
INV003210,6,2024-01-12,2025-01-07,72.2,112.0,18851,at-risk
INV003211,7,2024-02-19,2025-04-08,69.0,104.0,73285,at-risk
INV003214,6,2024-03-19,2025-01-12,59.8,170.0,58100,at-risk
INV003215,7,2024-01-19,2025-01-18,60.833333333333336,105.0,30900,at-risk
INV003219,6,2024-02-27,2024-12-09,57.2,86.0,111640,at-risk
INV003221,7,2024-01-17,2025-01-18,61.166666666666664,99.0,188581,at-risk
INV003222,7,2024-01-12,2025-05-15,81.5,190.0,46924,at-risk
INV003223,8,2024-01-25,2025-05-13,67.71428571428571,331.0,115743,at-risk
INV003228,7,2024-02-02,2025-03-29,70.16666666666667,256.0,88333,at-risk
INV003230,7,2024-02-19,2025-03-30,67.5,251.0,59960,at-risk
INV003231,7,2024-01-17,2025-05-29,83.0,253.0,61212,at-risk
INV003234,6,2024-01-19,2025-05-16,96.6,188.0,45926,at-risk
INV003236,9,2024-01-18,2025-03-02,51.125,115.0,120464,at-risk
INV003242,7,2024-05-05,2025-05-06,61.0,159.0,60420,at-risk
INV003247,6,2024-03-30,2025-05-27,84.6,206.0,94982,at-risk
INV003252,6,2024-05-05,2025-04-08,67.6,192.0,102990,at-risk
INV003256,7,2024-07-25,2025-05-27,51.0,90.0,94745,at-risk
INV003257,6,2024-07-25,2025-05-30,61.8,139.0,145848,at-risk
INV003260,6,2024-02-15,2025-05-07,89.4,247.0,66384,at-risk
INV003262,6,2024-01-13,2025-03-14,85.2,162.0,140022,at-risk
INV003267,6,2024-01-10,2025-01-16,74.4,197.0,20825,at-risk
INV003271,7,2024-02-09,2025-02-10,61.166666666666664,157.0,38769,at-risk
INV003273,8,2024-03-17,2025-05-12,60.142857142857146,134.0,195095,at-risk
INV003277,8,2024-05-19,2025-05-30,53.714285714285715,192.0,81268,at-risk
INV003279,9,2024-01-07,2025-05-28,63.375,147.0,155774,at-risk
INV003289,7,2024-02-15,2025-03-10,64.83333333333333,183.0,105165,at-risk
INV003300,6,2024-04-25,2025-03-15,64.8,219.0,92258,at-risk
INV003301,9,2024-01-25,2025-05-14,59.375,113.0,183141,at-risk
INV003304,10,2024-01-14,2025-02-15,44.22222222222222,180.0,135315,at-risk
INV003308,9,2024-02-19,2025-05-18,56.75,141.0,133172,at-risk
INV003310,6,2024-02-26,2025-04-05,80.8,154.0,33878,at-risk
INV003311,9,2024-04-09,2025-04-28,48.0,149.0,43171,at-risk
INV003314,7,2024-02-15,2025-05-01,73.5,210.0,179149,at-risk
INV003317,8,2024-04-02,2025-02-05,44.142857142857146,71.0,75540,at-risk
INV003320,8,2024-04-06,2025-02-17,45.285714285714285,192.0,107141,at-risk
INV003325,6,2024-01-07,2025-05-26,101.0,155.0,42846,at-risk
INV003329,6,2024-01-17,2025-04-06,89.0,230.0,113204,at-risk
INV003336,7,2024-02-24,2025-05-03,72.33333333333333,133.0,134860,at-risk
INV003338,9,2024-05-21,2025-03-17,37.5,155.0,153954,at-risk
INV003344,6,2024-02-10,2025-04-18,86.6,190.0,30966,at-risk
INV003350,6,2024-02-14,2025-05-21,92.4,191.0,27929,at-risk
INV003351,6,2024-07-15,2025-04-11,54.0,86.0,104400,at-risk
INV003352,8,2024-01-11,2025-05-02,68.14285714285714,279.0,113976,at-risk
INV003357,6,2024-05-17,2025-03-25,62.4,100.0,56022,at-risk
INV003360,8,2024-03-14,2025-05-04,59.42857142857143,163.0,66401,at-risk
INV003370,7,2024-03-13,2025-03-28,63.333333333333336,206.0,82199,at-risk
INV003372,6,2024-03-04,2024-12-26,59.4,118.0,31020,at-risk
INV003374,7,2024-06-11,2025-05-16,56.5,128.0,49043,at-risk
INV003375,8,2024-04-30,2025-05-04,52.714285714285715,158.0,135524,at-risk
INV003376,6,2024-03-21,2025-05-24,85.8,199.0,80609,at-risk
INV003379,7,2024-01-03,2025-03-29,75.16666666666667,268.0,53335,at-risk
INV003380,6,2024-03-02,2025-02-27,72.4,155.0,35744,at-risk
INV003382,6,2024-07-13,2024-12-31,34.2,85.0,70423,regular
INV003391,6,2024-06-06,2025-03-16,56.6,193.0,75689,at-risk
INV003393,8,2024-03-02,2025-05-22,63.714285714285715,178.0,73545,at-risk
INV003395,6,2024-03-08,2025-04-07,79.0,192.0,56160,at-risk
INV003398,8,2024-02-27,2025-03-21,55.42857142857143,140.0,47267,at-risk
INV003403,6,2024-02-01,2024-11-10,56.6,116.0,50522,at-risk
INV003404,8,2024-03-01,2025-02-16,50.285714285714285,198.0,80637,at-risk
INV003405,8,2024-07-02,2025-04-15,41.0,186.0,95007,at-risk
INV003406,8,2024-02-02,2025-03-21,59.0,251.0,104922,at-risk
INV003407,8,2024-03-03,2025-04-09,57.42857142857143,146.0,51571,at-risk
INV003422,7,2024-01-07,2025-05-29,84.66666666666667,167.0,84910,at-risk
INV003424,7,2024-02-16,2025-04-30,73.16666666666667,124.0,60522,at-risk
INV003427,6,2024-02-05,2025-04-01,84.2,266.0,117717,at-risk
INV003430,6,2024-05-27,2025-05-29,73.4,104.0,54715,at-risk
INV003431,6,2024-07-01,2025-03-15,51.4,152.0,65461,at-risk
INV003432,7,2024-02-16,2025-02-18,61.333333333333336,97.0,63809,at-risk
INV003435,7,2024-02-13,2025-05-01,73.83333333333333,140.0,94339,at-risk
INV003437,6,2024-02-06,2025-05-07,91.2,226.0,43627,at-risk
INV003448,7,2024-02-04,2025-04-26,74.5,200.0,22057,at-risk
INV003450,10,2024-02-29,2025-05-03,47.666666666666664,158.0,140759,at-risk
INV003455,7,2024-05-17,2024-12-16,35.5,76.0,79732,at-risk
INV003457,7,2024-04-13,2025-04-11,60.5,117.0,75273,at-risk
INV003458,8,2024-02-06,2025-05-26,67.85714285714286,206.0,35913,at-risk
INV003459,6,2024-07-08,2025-05-01,59.4,113.0,42636,at-risk
INV003473,6,2024-01-08,2025-05-01,95.8,213.0,40058,at-risk
INV003475,9,2024-01-14,2025-04-06,56.0,155.0,75542,at-risk
INV003478,9,2024-01-27,2025-04-24,56.625,195.0,135853,at-risk
INV003479,8,2024-02-08,2025-05-13,65.71428571428571,164.0,90730,at-risk
INV003480,6,2024-01-18,2025-03-05,82.4,211.0,37752,at-risk
INV003484,6,2024-02-10,2025-02-13,73.8,333.0,108256,at-risk
INV003487,6,2024-02-29,2025-02-16,70.6,155.0,96051,at-risk
INV003491,9,2024-02-12,2025-05-30,59.125,119.0,58181,at-risk
INV003492,6,2024-02-10,2025-05-09,90.8,162.0,39990,at-risk
INV003495,10,2024-02-03,2025-04-21,49.22222222222222,121.0,76439,at-risk
INV003506,7,2024-04-18,2025-05-25,67.0,132.0,27834,at-risk
INV003509,9,2024-01-20,2025-05-21,60.875,149.0,91824,at-risk
INV003511,8,2024-01-19,2025-04-22,65.57142857142857,183.0,71560,at-risk
INV003514,6,2024-03-09,2025-03-15,74.2,172.0,90699,at-risk
INV003518,6,2024-04-22,2025-03-27,67.8,157.0,38843,at-risk
INV003521,6,2024-02-28,2025-05-18,89.0,183.0,46547,at-risk
INV003524,7,2024-02-18,2025-03-09,64.16666666666667,203.0,74739,at-risk
INV003526,6,2024-01-30,2025-04-15,88.2,224.0,30478,at-risk
INV003528,9,2024-01-23,2025-05-06,58.625,186.0,143222,at-risk
INV003530,6,2024-09-13,2025-05-26,51.0,101.0,78084,at-risk
INV003531,6,2024-01-17,2025-02-02,76.4,185.0,71480,at-risk
INV003534,8,2024-03-30,2025-04-03,52.714285714285715,160.0,53508,at-risk
INV003545,6,2024-01-27,2025-04-21,90.0,210.0,34569,at-risk
INV003556,6,2024-04-19,2025-05-12,77.6,129.0,37784,at-risk
INV003557,6,2024-04-03,2025-03-01,66.4,156.0,49343,at-risk
INV003558,7,2024-03-10,2024-10-31,39.166666666666664,66.0,76056,at-risk
INV003559,10,2024-01-25,2025-04-04,48.333333333333336,118.0,131836,at-risk
INV003562,7,2024-01-31,2025-05-28,80.5,165.0,77371,at-risk
INV003564,8,2024-01-06,2025-05-17,71.0,292.0,196080,at-risk
INV003580,7,2024-02-09,2025-04-17,72.16666666666667,227.0,64406,at-risk
INV003581,8,2024-06-03,2025-05-28,51.285714285714285,95.0,39296,at-risk
INV003582,7,2024-06-17,2025-04-09,49.333333333333336,167.0,74240,at-risk
INV003586,8,2024-04-20,2025-05-05,54.285714285714285,113.0,138874,at-risk
INV003592,6,2024-02-06,2025-02-18,75.6,202.0,69765,at-risk
INV003593,6,2024-02-12,2025-03-09,78.2,166.0,94754,at-risk
INV003598,8,2024-01-15,2025-05-05,68.0,114.0,28496,at-risk
INV003599,6,2024-01-24,2024-09-30,50.0,100.0,94188,at-risk
INV003601,9,2024-05-18,2025-05-15,45.25,118.0,59029,at-risk
INV003604,6,2024-01-15,2025-04-10,90.2,188.0,71928,at-risk
INV003607,6,2024-05-15,2025-05-02,70.4,253.0,24597,at-risk
INV003611,7,2024-04-01,2025-05-19,68.83333333333333,228.0,97349,at-risk
INV003613,8,2024-01-28,2025-05-14,67.42857142857143,283.0,85140,at-risk
INV003619,6,2024-05-14,2025-05-09,72.0,113.0,31477,at-risk
INV003625,6,2024-05-19,2025-03-27,62.4,168.0,87326,at-risk
INV003627,7,2024-05-25,2025-05-15,59.166666666666664,152.0,16009,at-risk
INV003630,7,2024-04-14,2025-02-20,52.0,96.0,32857,at-risk
INV003633,6,2024-03-26,2025-04-24,78.8,119.0,123491,at-risk
INV003634,6,2024-02-15,2024-10-11,47.8,83.0,65193,at-risk
INV003635,10,2024-01-28,2025-03-27,47.111111111111114,95.0,111446,at-risk
INV003641,8,2024-01-05,2025-04-18,67.0,219.0,91123,at-risk
INV003642,7,2024-01-24,2024-12-08,53.166666666666664,217.0,114117,at-risk
INV003645,6,2024-01-29,2025-05-19,95.2,257.0,18205,at-risk
INV003649,6,2024-01-22,2025-05-20,96.8,195.0,86339,at-risk
INV003650,11,2024-02-24,2025-01-28,33.9,86.0,43669,regular
INV003654,7,2024-05-29,2025-05-27,60.5,124.0,112702,at-risk
INV003655,10,2024-02-13,2025-05-06,49.77777777777778,198.0,180197,at-risk
INV003658,8,2024-01-02,2025-05-11,70.71428571428571,143.0,44354,at-risk
INV003660,6,2024-02-16,2025-03-17,79.0,164.0,67446,at-risk
INV003669,7,2024-05-25,2025-04-11,53.5,98.0,90038,at-risk
INV003670,8,2024-01-01,2025-05-11,70.85714285714286,160.0,83061,at-risk
INV003672,6,2024-02-24,2025-03-16,77.2,180.0,129739,at-risk
INV003673,8,2024-01-16,2025-05-12,68.85714285714286,160.0,63876,at-risk
INV003678,6,2024-11-15,2025-04-28,32.8,45.0,49783,regular
INV003681,9,2024-03-10,2025-04-22,51.0,101.0,26004,at-risk
INV003683,6,2024-01-11,2025-04-17,92.4,165.0,85416,at-risk
INV003684,6,2024-01-25,2025-05-30,98.2,229.0,50536,at-risk
INV003685,6,2024-04-19,2025-05-25,80.2,132.0,142912,at-risk
INV003686,6,2024-01-26,2025-05-23,96.6,328.0,70889,at-risk
INV003693,7,2024-01-17,2025-03-20,71.33333333333333,234.0,102514,at-risk
INV003695,7,2024-07-13,2025-05-19,51.666666666666664,157.0,31236,at-risk
INV003696,6,2024-04-14,2025-04-28,75.8,190.0,110522,at-risk
INV003697,7,2024-02-13,2025-05-18,76.66666666666667,163.0,97774,at-risk
INV003702,7,2024-01-13,2025-03-24,72.66666666666667,118.0,99074,at-risk
INV003705,6,2024-01-04,2025-02-01,78.8,152.0,114828,at-risk
INV003707,6,2024-01-04,2024-12-12,68.6,152.0,152934,at-risk
INV003708,7,2024-04-27,2025-04-25,60.5,104.0,27823,at-risk
INV003709,6,2024-04-22,2025-05-28,80.2,181.0,52354,at-risk
INV003710,6,2024-01-31,2025-02-27,78.6,118.0,86512,at-risk
INV003711,6,2024-01-28,2025-01-23,72.2,145.0,87930,at-risk
INV003712,6,2024-04-07,2025-05-10,79.6,163.0,64551,at-risk
INV003713,7,2024-01-08,2025-05-11,81.5,161.0,123416,at-risk
INV003718,6,2024-02-20,2025-05-22,91.4,284.0,81262,at-risk
INV003720,6,2024-03-09,2025-03-17,74.6,116.0,23110,at-risk
INV003722,7,2024-05-21,2025-03-21,50.666666666666664,135.0,192710,at-risk
INV003723,6,2024-02-23,2024-12-28,61.8,124.0,39630,at-risk
INV003724,7,2024-01-30,2025-03-13,68.0,169.0,80168,at-risk
INV003733,6,2024-01-12,2025-03-31,88.8,174.0,14893,at-risk
INV003734,8,2024-02-19,2025-04-07,59.0,290.0,69855,at-risk
INV003735,8,2024-03-29,2025-02-13,45.857142857142854,104.0,88089,at-risk
INV003736,7,2024-01-11,2025-04-18,77.16666666666667,120.0,58959,at-risk
INV003738,6,2024-08-25,2025-05-05,50.6,117.0,21307,at-risk
INV003740,7,2024-04-05,2025-02-10,51.833333333333336,172.0,122048,at-risk
INV003741,7,2024-01-18,2025-02-27,67.66666666666667,159.0,55275,at-risk
INV003744,6,2024-03-13,2025-05-21,86.8,187.0,23676,at-risk
INV003745,6,2024-04-07,2025-03-24,70.2,183.0,26414,at-risk
INV003748,8,2024-02-05,2025-03-04,56.142857142857146,182.0,41447,at-risk
INV003757,7,2024-01-17,2025-05-22,81.83333333333333,156.0,54152,at-risk
INV003761,8,2024-04-02,2025-03-31,51.857142857142854,150.0,29681,at-risk
INV003766,8,2024-02-21,2025-05-23,65.28571428571429,192.0,94475,at-risk
INV003767,9,2024-01-19,2025-02-02,47.5,125.0,129327,at-risk
INV003771,10,2024-01-12,2025-04-13,50.77777777777778,130.0,111757,at-risk
INV003772,9,2024-03-19,2024-12-20,34.5,72.0,28922,regular
INV003775,6,2024-04-28,2025-05-03,74.0,151.0,112218,at-risk
INV003779,6,2024-03-30,2025-04-16,76.4,160.0,17001,at-risk
INV003780,8,2024-02-01,2025-03-09,57.42857142857143,135.0,76001,at-risk
INV003781,7,2024-02-07,2025-03-02,64.83333333333333,199.0,47391,at-risk
INV003785,6,2024-04-11,2025-04-17,74.2,160.0,113979,at-risk
INV003787,9,2024-01-09,2025-05-29,63.25,178.0,87076,at-risk
INV003793,7,2024-02-03,2025-04-12,72.33333333333333,203.0,134386,at-risk
INV003795,7,2024-01-05,2025-02-14,67.66666666666667,122.0,58273,at-risk
INV003811,7,2024-01-14,2025-04-30,78.66666666666667,141.0,133025,at-risk
INV003812,7,2024-07-02,2025-05-03,50.833333333333336,174.0,52802,at-risk
INV003813,6,2024-01-30,2025-03-16,82.2,122.0,64566,at-risk
INV003815,7,2024-02-07,2025-04-17,72.5,217.0,67344,at-risk
INV003824,7,2024-03-14,2025-05-17,71.5,196.0,89175,at-risk
INV003825,6,2024-03-22,2025-05-02,81.2,99.0,81324,at-risk
INV003828,7,2024-02-25,2024-08-27,30.666666666666668,109.0,130613,regular
INV003829,10,2024-02-12,2025-04-24,48.55555555555556,159.0,46819,at-risk
INV003830,6,2024-01-24,2025-01-15,71.4,115.0,138223,at-risk
INV003844,7,2024-03-06,2025-04-21,68.5,197.0,80033,at-risk
INV003847,8,2024-05-31,2025-05-16,50.0,66.0,74501,at-risk
INV003849,6,2024-03-18,2025-04-08,77.2,146.0,155813,at-risk
INV003851,7,2024-06-02,2025-05-15,57.833333333333336,121.0,110621,at-risk
INV003860,6,2024-09-23,2025-05-11,46.0,72.0,134277,at-risk
INV003862,7,2024-02-25,2025-02-20,60.166666666666664,184.0,64749,at-risk
INV003865,7,2024-01-02,2025-05-27,85.16666666666667,235.0,47194,at-risk
INV003868,6,2024-02-26,2025-05-09,87.6,264.0,104999,at-risk
INV003872,9,2024-05-15,2025-05-13,45.375,85.0,147109,at-risk
INV003876,6,2024-03-08,2025-03-31,77.6,160.0,105794,at-risk
INV003880,8,2024-02-03,2025-05-28,68.57142857142857,193.0,52016,at-risk
INV003885,6,2024-06-06,2025-05-30,71.6,281.0,81864,at-risk
INV003892,10,2024-01-02,2025-05-13,55.22222222222222,114.0,134271,at-risk
INV003896,6,2024-02-12,2025-03-28,82.0,255.0,42369,at-risk
INV003897,6,2024-04-09,2025-04-02,71.6,144.0,83553,at-risk
INV003903,8,2024-02-07,2025-01-24,50.285714285714285,130.0,70037,at-risk
